SUBSECTOR,SECTOR,BETA_5Y,INTERCEPT_5Y,annualized_return_of_equity_5Y,annualized_standard_deviation_of_equity_5Y
HOUSEHOLD GOODS,CONSUMER PRODUCTS & SERVICES,0.5608877136836329,0.00026408236277403836,0.034097985227138035,1.7841148440045238
INDUSTRIAL ENGINEERING,INDUSTRIAL PRODUCTS & SERVICES,1.123134144846691,0.0006647982746280901,-0.0028262316274139587,2.2180506284420813
"INDUSTRIAL MATERIALS, COMPONENTS & EQUIPMENT",INDUSTRIAL PRODUCTS & SERVICES,0.9865664858527895,0.0006342393267864895,-0.012356798885744634,1.9757458361593354
INDUSTRIAL SERVICES,INDUSTRIAL PRODUCTS & SERVICES,0.9710834973466259,0.0006044310846005872,-0.0024880485838817937,1.989740051797605
INSURANCE,FINANCIAL SERVICES,0.6481835769007243,-0.00015553966825803756,0.011358711368146968,0.7878408243081259
MEDIA,TELECOMMUNICATIONS & MEDIA,0.9288603238565578,0.00024870563780572295,0.020790438036154536,1.9989868566161832
METALS,INDUSTRIAL PRODUCTS & SERVICES,1.096100471642122,0.0006326301159337327,0.04724223924212287,2.029112583183575
OIL & GAS PRODUCERS,ENERGY,1.6588202297714885,0.0008635442851355333,0.006091363041086706,2.0697568045316177
OTHER ENERGY RESOURCES,ENERGY,1.9386805143703483,0.0024428851637750167,-0.08157539158316895,2.437428617265854
OTHER FINANCIALS,FINANCIAL SERVICES,0.7715780153491403,0.00015758117726550537,-0.021908853986265447,1.5643165841024966
PACKAGING MATERIALS,INDUSTRIAL PRODUCTS & SERVICES,0.7135363192166038,0.00027648791706783607,-0.007284426751395138,1.4714421548230823
PERSONAL GOODS,CONSUMER PRODUCTS & SERVICES,0.8889978396202661,0.0007430130972333614,-0.004853607172041636,2.1297092885735687
PHARMACEUTICALS,HEALTH CARE,0.6859055674690636,0.0005329866986838207,-0.013459789259106894,1.1214925215878206
PLANTATION,PLANTATION,0.8289292344532617,0.0002768087115109993,0.029366736018183456,1.2300841593819207
PROPERTY,PROPERTY,0.6738969519469441,-5.0607872047441296e-05,-0.003060622191130969,1.634279431563067
REAL ESTATE INVESTMENT TRUSTS,REAL ESTATE INVESTMENT TRUSTS,0.3648058931136641,-0.0004077891490291086,0.00909638694635546,0.5228736022677867
RETAILERS,CONSUMER PRODUCTS & SERVICES,0.6480593112269275,-9.084781567727665e-05,0.010959168158746988,1.1968863064217863
SEMICONDUCTORS,TECHNOLOGY,0.9629740950196101,0.0011040615306926731,0.023230523544671568,1.8804754670291242
SOFTWARE,TECHNOLOGY,1.3759926109585119,0.0013702890332433265,-0.04890507026956831,3.0419508434331184
SPECIAL PURPOSE ACQUISITION COMPANY,SPECIAL PURPOSE ACQUISITION COMPANY,-0.008600835443685782,-0.0006780898049840968,0.0,0.0
TECHNOLOGY EQUIPMENT,TECHNOLOGY,1.302529108720631,0.0013844121315204666,-0.04209089321999855,2.5380442457622734
TELECOMMUNICATIONS EQUIPMENT,TELECOMMUNICATIONS & MEDIA,0.898138924506308,0.0012929088500331187,-0.056579092823813806,3.855825849837365
TELECOMMUNICATIONS SERVICE PROVIDERS,TELECOMMUNICATIONS & MEDIA,0.9636327029690875,-3.6489004351479554e-05,-0.07566411586181328,1.9135996544666525
TRANSPORTATION & LOGISTICS SERVICES,TRANSPORTATION & LOGISTICS,0.8784383618212976,0.0003542928196649157,0.013661615736371702,2.0072773557510812
TRANSPORTATION EQUIPMENT,TRANSPORTATION & LOGISTICS,0.7837161340796046,1.4882430245234836e-05,-0.010002524028809995,1.7667437755702462
"TRAVEL, LEISURE & HOSPITALITY",CONSUMER PRODUCTS & SERVICES,0.9573137090781458,0.0005922217083244327,-0.0050755174573850845,2.110353279206335
WOOD & WOOD PRODUCTS,INDUSTRIAL PRODUCTS & SERVICES,0.8920351371208012,0.0004665774026852419,0.010615971043883171,2.166492139672971
